city,price,person_capacity,cleanliness_rating,bedrooms,city_center_km,metro_distance_km,guest_satisfaction
0.965521098,0.160535369,0.673521351,0.590141418,-0.460131115,-0.814794652,-0.710725205,0.900858287
1.361226466,0.596911303,-0.892807373,0.590141418,-0.460131115,0.425959201,-0.725154708,0.900858287
0.965521098,0.296468403,1.456685713,0.590141418,2.508456726,-0.775248713,-0.696295701,0.900858287
-1.804416478,1.587770443,0.673521351,-0.866997886,-0.460131115,0.949942901,2.983227742,-2.119622138
-0.617300374,-0.634981821,0.673521351,0.590141418,-0.460131115,-1.116332441,-0.306699101,0.14573818
-1.40871111,-1.088812793,-0.109643011,-0.866997886,1.024162805,0.984545598,0.746654669,-0.911429968
0.965521098,-0.856738031,-0.892807373,-3.781276493,-0.460131115,1.226764478,2.983227742,-2.572694202
-0.221595006,-0.923407005,-0.892807373,0.590141418,-1.944425036,0.371583535,-0.248981086,0.14573818
-1.013005742,0.613902933,-0.892807373,-0.866997886,-0.460131115,-1.160821623,-0.349987612,0.296762202
1.361226466,0.206598131,-0.892807373,-0.866997886,-0.460131115,0.282605171,-0.306699101,0.14573818
-1.40871111,-1.027488458,1.456685713,0.590141418,1.024162805,-1.101502714,-0.725154708,0.900858287
-1.40871111,-0.996563693,2.239850076,0.590141418,2.508456726,-0.226548801,-0.710725205,0.900858287
-1.013005742,0.78385012,-0.892807373,0.590141418,-0.460131115,-1.220140533,-0.479853145,0.447786223
-1.804416478,1.951329522,0.673521351,0.590141418,1.024162805,0.262832201,-0.523141657,0.447786223
0.56981573,0.672724864,-0.892807373,-2.324137189,-0.460131115,1.533245509,2.00202149,-1.817574096
0.174110362,-0.031840769,-0.109643011,0.590141418,-0.460131115,0.050272776,0.385917076,-0.609381926
-1.40871111,-1.028106336,2.239850076,0.590141418,2.508456726,-0.953205441,-0.754013716,0.900858287
0.56981573,1.260017361,-0.892807373,0.590141418,-0.460131115,-0.117797467,-0.609718679,0.749834265
-1.804416478,2.664761696,0.673521351,0.590141418,1.024162805,-0.36495959,-0.595289175,0.598810244
0.965521098,-0.74916557,-0.892807373,-0.866997886,-0.460131115,1.903988692,0.01074998,-0.156309862
0.965521098,-0.025909145,0.673521351,0.590141418,-0.460131115,-0.864227077,-0.595289175,0.749834265
0.965521098,-0.574213576,-0.892807373,0.590141418,1.024162805,-0.448994711,-0.393276123,0.447786223
-1.804416478,1.896987203,2.239850076,-0.866997886,2.508456726,0.336980837,-0.37884662,0.447786223
-1.40871111,-0.990755645,2.239850076,0.590141418,2.508456726,-1.160821623,-0.696295701,0.900858287
0.174110362,-0.001441199,1.456685713,-0.866997886,2.508456726,-0.458881196,0.328199062,-0.458357904
-0.221595006,-0.943673385,-0.109643011,0.590141418,-0.460131115,0.505051081,0.299340054,-0.458357904
0.56981573,1.130077737,-0.892807373,0.590141418,-1.944425036,0.54459702,-0.450994138,0.447786223
-0.617300374,-0.768103513,-0.892807373,0.590141418,-0.460131115,0.930169931,-0.075827042,-0.156309862
-0.221595006,-0.873080889,1.456685713,0.590141418,1.024162805,1.805123844,-0.638577686,0.900858287
-0.617300374,-0.748918419,-0.109643011,-0.866997886,-0.460131115,0.173853837,-0.205692575,-0.005285841
-1.013005742,0.737138586,-0.892807373,0.590141418,-0.460131115,0.613802414,-0.508712153,0.447786223
1.361226466,0.176970909,-0.892807373,0.590141418,-0.460131115,0.074988988,-0.292269597,0.14573818
-0.221595006,-0.945001821,-0.109643011,-0.866997886,-0.460131115,-0.903773016,0.342628565,-0.609381926
-1.804416478,1.833623872,0.673521351,-0.866997886,1.024162805,-0.953205441,-0.364417116,0.296762202
-1.804416478,1.631269014,0.673521351,-0.866997886,1.024162805,0.312264625,0.140615514,-0.156309862
1.361226466,0.61467528,0.673521351,0.590141418,-0.460131115,-1.145991896,-0.65300719,0.900858287
0.174110362,0.318094113,0.673521351,0.590141418,-0.460131115,-0.958148683,-0.234551583,0.14573818
-1.40871111,-1.088472961,-0.109643011,0.590141418,1.024162805,-1.002637865,0.198333528,-0.307333883
0.56981573,1.83328404,-0.892807373,0.590141418,-0.460131115,0.065102503,-0.797302227,0.900858287
0.174110362,1.510690234,2.239850076,0.590141418,1.024162805,-0.290810953,-0.65300719,0.900858287
0.965521098,-0.874069493,-0.892807373,-3.781276493,-0.460131115,1.073523962,3.040945757,-3.176790287
0.174110362,-0.07231174,-0.109643011,-0.866997886,-0.460131115,0.509994323,0.544641617,-0.760405947
0.56981573,1.825035376,-0.892807373,0.590141418,-1.944425036,0.856021294,-0.826161234,0.900858287
1.361226466,0.327918365,-0.892807373,0.590141418,-0.460131115,-0.226548801,-0.552000664,0.598810244
0.965521098,-0.071106879,-0.109643011,0.590141418,1.024162805,0.025556563,-0.552000664,0.598810244
0.56981573,1.101408225,-0.109643011,0.590141418,-0.460131115,-0.79007844,-0.450994138,0.447786223
-0.221595006,-0.925538682,-0.892807373,0.590141418,-0.460131115,-1.066900017,-0.465423642,0.447786223
-1.804416478,1.851573212,-0.892807373,0.590141418,-0.460131115,-0.518200105,-0.840590738,0.900858287
-1.40871111,-1.05646691,-0.892807373,0.590141418,-0.460131115,1.00926181,-0.306699101,0.14573818
0.56981573,0.672137881,-0.892807373,-0.866997886,-0.460131115,0.935113173,-0.191263071,-0.005285841
0.965521098,-0.584501235,-0.892807373,0.590141418,-0.460131115,-0.295754195,-0.422135131,0.447786223
-1.013005742,0.659409605,-0.892807373,0.590141418,-0.460131115,-1.230027018,-0.205692575,0.14573818
0.56981573,0.677945928,-0.892807373,-3.781276493,-0.460131115,-0.191946104,1.294975809,-1.515526053
0.174110362,1.215499292,2.239850076,0.590141418,2.508456726,0.060159261,-0.696295701,0.900858287
0.56981573,0.781316822,-0.892807373,-0.866997886,-0.460131115,-1.121275684,0.270481047,-0.307333883
-1.40871111,-1.052914115,0.673521351,0.590141418,-0.460131115,-0.493483893,-0.450994138,0.447786223
0.965521098,-0.861063173,-0.892807373,0.590141418,-0.460131115,0.045329533,1.84329695,-1.666550074
0.965521098,-0.665319603,0.673521351,0.590141418,-0.460131115,-0.52808659,-0.162404064,-0.005285841
0.965521098,0.036620051,1.456685713,0.590141418,1.024162805,-1.19542432,-0.710725205,0.900858287
0.965521098,-0.602944877,0.673521351,0.590141418,-0.460131115,-0.537973075,-0.349987612,0.296762202
