,Cluster,Price,Cleanliness Rating,Guest Satisfaction,Bedrooms,City Center (km),Metro Distance (km)
0,Cluster 1,144.5033009708739,9.582524271844662,92.80582524271846,1.3495145631067957,3.144077669902913,0.7783495145631069
1,Cluster 2,980.9943333333333,9.833333333333334,97.86666666666666,1.3333333333333333,2.816,0.32266666666666666
2,Cluster 3,547.3377611940298,9.507462686567164,94.2089552238806,1.2388059701492535,2.7961194029850747,0.6367164179104478
